520616.1063,4062024.15
520638.1363,4062024.66
520660.2363,4062024.3
520679.1863,4062014.32
520683.3563,4061997.18
520615.8963,4062010.91
520640.7663,4062009.62
520656.4763,4062016.7
520665.5563,4062007.24
520669.1763,4061995.38
520616.9463,4062000.54
520638.6663,4062001.88
520614.4363,4061988.52
520632.5363,4061978.49
520653.3863,4061983.03
520675.0563,4061983.81
520613.8963,4061977.46
520652.1763,4061969.58
520667.9263,4061958.26
520608.5463,4061965
520629.7063,4061956.13
520650.5063,4061956.32
520613.8463,4061943.19
520635.4663,4061940.83
520652.8363,4061939.66
520667.6863,4061936.56
520614.1563,4061929.18
520638.9463,4061928.42
520661.8063,4061924.19
520455.6763,4062027.52
520480.2863,4062018.06
520505.1463,4062008.04
520509.5463,4062022.87
520534.6163,4062022.42
520561.4563,4062018.54
520451.1363,4062005.12
520463.9263,4062013.69
520484.0163,4061999.82
520506.0263,4061998.23
520531.2263,4061998.23
520545.7463,4062007.76
520556.4263,4061998.23
520469.9563,4061998.99
520489.8963,4061985.94
520508.4063,4061974.26
520525.9063,4061960.51
520463.7263,4061978.91
520475.4363,4061964.88
520491.9063,4061956.09
520513.4663,4061941.58
520446.5863,4061982.72
520474.8663,4061979.63
520497.4763,4061966.67
520488.1163,4061936.18
520446.9302,4061960.32
520454.4163,4061948.98
520464.7863,4061952.92
520441.5063,4061937.92
520462.8863,4061934.64
520543.1563,4061943.74
520561.6963,4061948.37
520565.7063,4061940.24
520587.6963,4061931.83
520578.8363,4062021.66
520569.0163,4062002.63
520561.3463,4061983.46
520555.2363,4061962.75
520596.3663,4062014.79
520590.6463,4061994.16
520583.1063,4061974.55
520573.6563,4061955.53
520581.5463,4062004.7
520514.9163,4061982.15
520533.2263,4061974.04
520549.0063,4061981.69
520569.6363,4061974.1
520540.5963,4061957.72
520594.0563,4061952.56
520434.2163,4061901.77
520443.9863,4061905.84
520464.9563,4061910.75
520486.0563,4061913.23
520491.7063,4061902.07
520527.2063,4061914.416
520507.2563,4061913.81
520446.1463,4061887.45
520458.8663,4061898.98
520467.3863,4061887.53
520488.4263,4061889.99
520509.5463,4061894.41
520516.7463,4061907.46
520525.6563,4061902.92
520547.8863,4061914.08
520569.9863,4061908.52
520591.8763,4061903.64
520608.9963,4061893.45
520614.4563,4061900.39
520636.7063,4061897.77
520650.4663,4061901.59
